price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3150000,3500.0,2,1,1,0,0,1,0,0,0,0,1
3150000,4095.0,2,1,1,1,0,0,0,0,2,0,1
3150000,1650.0,3,1,2,0,0,1,0,0,0,0,0
3150000,3450.0,3,1,2,1,0,1,0,0,0,0,1
3150000,6750.0,2,1,1,1,0,0,0,0,0,0,1
3150000,9000.0,3,1,2,1,0,0,0,0,2,0,1
3150000,3069.0,2,1,1,1,0,0,0,0,1,0,0
3143000,4500.0,3,1,2,1,0,0,0,1,0,0,0
3129000,5495.0,3,1,1,1,0,1,0,0,0,0,0
3118850,2398.0,3,1,1,1,0,0,0,0,0,1,1
3115000,3000.0,3,1,1,0,0,0,0,1,0,0,0
3115000,3850.0,3,1,2,1,0,0,0,0,0,0,0
3115000,3500.0,2,1,1,1,0,0,0,0,0,0,0
3087000,8100.0,2,1,1,1,0,0,0,0,1,0,0
3080000,4960.0,2,1,1,1,0,1,0,1,0,0,0
3080000,2160.0,3,1,2,0,0,1,0,0,0,0,1
3080000,3090.0,2,1,1,1,1,1,0,0,0,0,0
3080000,4500.0,2,1,2,1,0,0,1,0,1,0,1
3045000,3800.0,2,1,1,1,0,0,0,0,0,0,0
3010000,3090.0,3,1,2,0,0,0,0,0,0,0,1
3010000,3240.0,3,1,2,1,0,0,0,0,2,0,1
3010000,2835.0,2,1,1,1,0,0,0,0,0,0,1
3010000,4600.0,2,1,1,1,0,0,0,0,0,0,2
3010000,5076.0,3,1,1,0,0,0,0,0,0,0,0
3010000,3750.0,3,1,2,1,0,0,0,0,0,0,0
3010000,3630.0,4,1,2,1,0,0,0,0,3,0,1
3003000,8050.0,2,1,1,1,0,0,0,0,0,0,0
2975000,4352.0,4,1,2,0,0,0,0,0,1,0,0
2961000,3000.0,2,1,2,1,0,0,0,0,0,0,1
2940000,5850.0,3,1,2,1,0,1,0,0,1,0,0
2940000,4960.0,2,1,1,1,0,0,0,0,0,0,0
2940000,3600.0,3,1,2,0,0,0,0,0,1,0,0
2940000,3660.0,4,1,2,0,0,0,0,0,0,0,0
2940000,3480.0,3,1,2,0,0,0,0,0,1,0,1
2940000,2700.0,2,1,1,0,0,0,0,0,0,0,2
2940000,3150.0,3,1,2,0,0,0,0,0,0,0,0
2940000,6615.0,3,1,2,1,0,0,0,0,0,0,1
2870000,3040.0,2,1,1,0,0,0,0,0,0,0,0
2870000,3630.0,2,1,1,1,0,0,0,0,0,0,0
2870000,6000.0,2,1,1,1,0,0,0,0,0,0,1
2870000,5400.0,4,1,2,1,0,0,0,0,0,0,0
2852500,5200.0,4,1,3,1,0,0,0,0,0,0,0
2835000,3300.0,3,1,2,0,0,0,0,0,1,0,1
2835000,4350.0,3,1,2,0,0,0,1,0,1,0,0
2835000,2640.0,2,1,1,0,0,0,0,0,1,0,2
2800000,2650.0,3,1,2,1,0,1,0,0,1,0,0
2800000,3960.0,3,1,1,1,0,0,0,0,0,0,2
2730000,6800.0,2,1,1,1,0,0,0,0,0,0,0
2730000,4000.0,3,1,2,1,0,0,0,0,1,0,0
2695000,4000.0,2,1,1,1,0,0,0,0,0,0,0
2660000,3934.0,2,1,1,1,0,0,0,0,0,0,0
2660000,2000.0,2,1,2,1,0,0,0,0,0,0,1
2660000,3630.0,3,3,2,0,1,0,0,0,0,0,0
2660000,2800.0,3,1,1,1,0,0,0,0,0,0,0
2660000,2430.0,3,1,1,0,0,0,0,0,0,0,0
2660000,3480.0,2,1,1,1,0,0,0,0,1,0,1
2660000,4000.0,3,1,1,1,0,0,0,0,0,0,1
2653000,3185.0,2,1,1,1,0,0,0,1,0,0,0
2653000,4000.0,3,1,2,1,0,0,0,1,0,0,0
2604000,2910.0,2,1,1,0,0,0,0,0,0,0,0
2590000,3600.0,2,1,1,1,0,0,0,0,0,0,0
2590000,4400.0,2,1,1,1,0,0,0,0,0,0,0
2590000,3600.0,2,2,2,1,0,1,0,0,1,0,2
2520000,2880.0,3,1,1,0,0,0,0,0,0,0,0
2520000,3180.0,3,1,1,0,0,0,0,0,0,0,0
2520000,3000.0,2,1,2,1,0,0,0,0,0,0,2
2485000,4400.0,3,1,2,1,0,0,0,0,0,0,0
2485000,3000.0,3,1,2,0,0,0,0,0,0,0,1
2450000,3210.0,3,1,2,1,0,1,0,0,0,0,0
2450000,3240.0,2,1,1,0,1,0,0,0,1,0,0
2450000,3000.0,2,1,1,1,0,0,0,0,1,0,0
2450000,3500.0,2,1,1,1,1,0,0,0,0,0,0
2450000,4840.0,2,1,2,1,0,0,0,0,0,0,0
2450000,7700.0,2,1,1,1,0,0,0,0,0,0,0
2408000,3635.0,2,1,1,0,0,0,0,0,0,0,0
2380000,2475.0,3,1,2,1,0,0,0,0,0,0,2
2380000,2787.0,4,2,2,1,0,0,0,0,0,0,2
2380000,3264.0,2,1,1,1,0,0,0,0,0,0,0
2345000,3640.0,2,1,1,1,0,0,0,0,0,0,0
2310000,3180.0,2,1,1,1,0,0,0,0,0,0,0
2275000,1836.0,2,1,1,0,0,1,0,0,0,0,1
2275000,3970.0,1,1,1,0,0,0,0,0,0,0,0
2275000,3970.0,3,1,2,1,0,1,0,0,0,0,0
2240000,1950.0,3,1,1,0,0,0,1,0,0,0,0
2233000,5300.0,3,1,1,0,0,0,0,1,0,1,0
2135000,3000.0,2,1,1,0,0,0,0,0,0,0,0
2100000,2400.0,3,1,2,1,0,0,0,0,0,0,0
2100000,3000.0,4,1,2,1,0,0,0,0,0,0,0
2100000,3360.0,2,1,1,1,0,0,0,0,1,0,0
1960000,3420.0,5,1,2,0,0,0,0,0,0,0,0
1890000,1700.0,3,1,2,1,0,0,0,0,0,0,0
1890000,3649.0,2,1,1,1,0,0,0,0,0,0,0
1855000,2990.0,2,1,1,0,0,0,0,0,1,0,0
1820000,3000.0,2,1,1,1,0,1,0,0,2,0,0
1767150,2400.0,3,1,1,0,0,0,0,0,0,0,1
1750000,3620.0,2,1,1,1,0,0,0,0,0,0,0
1750000,2910.0,3,1,1,0,0,0,0,0,0,0,2
1750000,3850.0,3,1,2,1,0,0,0,0,0,0,0
